id,observations,researchGrade,species,observers,lastObserved,topTaxa,source
bettakote-amani-kere,56,46,41,11,2026-02-24,Ardea intermedia (Medium Egret);Brachythemis contaminata (Ditch Jewel);Hydrophasianus chirurgus (Pheasant-tailed Jacana);Ixias pyrene (Yellow Orange Tip);Xylocopa tenuiscapa (Slender-scaped Carpenter Bee);Zizina otis (Lesser Grass Blue);Anas poecilorhyncha (Indian Spot-billed Duck);Ardea coromanda (Eastern Cattle-Egret);Ardeola grayii (Indian Pond-Heron);Argemone mexicana (Mexican prickly poppy),inaturalist-2026-09
bettenahalli-lake,0,0,0,0,,,inaturalist-2026-09
bettrayandoddi-lake,930,669,268,56,2026-09-08,Lanius schach (Long-tailed Shrike);Prinia inornata (Plain Prinia);Saxicola caprata (Pied Bushchat);Himantopus himantopus (Black-winged Stilt);Pernis ptilorhynchus (Oriental Honey-buzzard);Tringa glareola (Wood Sandpiper);Cecropis daurica (Eastern Red-rumped Swallow);Porphyrio poliocephalus (Gray-headed Swamphen);Plocealauda affinis (Jerdon's Bushlark);Brachythemis contaminata (Ditch Jewel),inaturalist-2026-09
bhaaktarahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
bhadripura-lake,0,0,0,0,,,inaturalist-2026-09
bhairagaudanahalli-kere,0,0,0,0,,,inaturalist-2026-09
bhairanahali-lake-1,0,0,0,0,,,inaturalist-2026-09
bhairanahalli-5r,0,0,0,0,,,inaturalist-2026-09
bhairanayakanahalli,0,0,0,0,,,inaturalist-2026-09
bhairanayakanahallipalya,0,0,0,0,,,inaturalist-2026-09
bhairapur-lake,1,0,0,1,2024-11-18,,inaturalist-2026-09
bhairasandrapalya-lake,0,0,0,0,,,inaturalist-2026-09
bhairashettihalli-kere,0,0,0,0,,,inaturalist-2026-09
bhairathi-kunte1,0,0,0,0,,,inaturalist-2026-09
bhairathi-kunte2,0,0,0,0,,,inaturalist-2026-09
bhairathi-kunte3,0,0,0,0,,,inaturalist-2026-09
bhairathi-kunte4,1,0,0,1,2022-07-19,,inaturalist-2026-09
bhairathikhane-kere,0,0,0,0,,,inaturalist-2026-09
bhaktarahalli-kere,0,0,0,0,,,inaturalist-2026-09
bhaktarahalli-lake,0,0,0,0,,,inaturalist-2026-09
bhaktipura-kere,0,0,0,0,,,inaturalist-2026-09
bhandarapura-katte,1,0,0,1,2024-03-30,,inaturalist-2026-09
bhandarapura-kunte-2,0,0,0,0,,,inaturalist-2026-09
bhandarapura-kunte1,0,0,0,0,,,inaturalist-2026-09
bhattarahalli-kere,3,1,1,1,2026-06-21,Egretta garzetta (Little Egret),inaturalist-2026-09
bhattarahalli-kunte,0,0,0,0,,,inaturalist-2026-09
bheemanakuppe-hosakere,14,13,10,4,2026-06-28,Anas poecilorhyncha (Indian Spot-billed Duck);Pavo cristatus (Indian Peafowl);Trithemis aurora (Crimson Marsh Glider);Acridotheres tristis (Common Myna);Argya affinis (Yellow-billed Babbler);Haliastur indus (Brahminy Kite);Hieraaetus pennatus (Booted Eagle);Phalacrocorax carbo (Great Cormorant);Tachypompilus analis (Asian Red-tailed Spider Wasp);Tachyspiza badia (Shikra),inaturalist-2026-09
bheemanakuppe-kere,0,0,0,0,,,inaturalist-2026-09
bhimapura-kere,0,0,0,0,,,inaturalist-2026-09
bhimaravutanahalli-lake,0,0,0,0,,,inaturalist-2026-09
bhimmanakuppe-govt-lake,15,7,11,7,2026-03-13,Ageratum conyzoides (billygoat weed);Amaurornis phoenicurus (White-breasted Waterhen);Butorides atricapilla (Little Heron);Citharexylum spinosum (Spiny Fiddlewood);Coleus strobilifer;Justicia adhatoda (Malabar nut);Muntingia calabura (calabur tree);Strychnos nux-vomica (Strychnine Tree);Terpsiphone paradisi (Indian Paradise-Flycatcher);Vanellus indicus (Red-wattled Lapwing),inaturalist-2026-09
bhoganahalli-kere,13,3,5,1,2025-10-03,Aquarius adelaidis;Camponotus compressus (Indian Black Ant);Ischnura senegalensis (Common Bluetail);Nylanderia bourbonica (Robust Crazy ant);Tramea basilaris (Keyhole Glider),inaturalist-2026-09
bhoganahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
bhoganahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
bhoganahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
bhoganahalli-kunte4,0,0,0,0,,,inaturalist-2026-09
bhoganahalli-kunte5,0,0,0,0,,,inaturalist-2026-09
bhoganahalli-kunte6,0,0,0,0,,,inaturalist-2026-09
bhov-palya-lake,0,0,0,0,,,inaturalist-2026-09
bhovihalli-lake,1,1,1,1,2025-12-28,Iduna caligata (Booted Warbler),inaturalist-2026-09
bhujangadasana-amanikere-govt-lake,68,40,37,9,2024-11-08,Fulica atra (Eurasian Coot);Ardea purpurea (Purple Heron);Egretta garzetta (Little Egret);Mallotus philippensis (Kamala);Metopidius indicus (Bronze-winged Jacana);Neurothemis tullia (Pied Paddy Skimmer);Pistia stratiotes (Water Lettuce);Porphyrio poliocephalus (Gray-headed Swamphen);Acisoma panorpoides (Grizzled Pintail);Acridotheres tristis (Common Myna),inaturalist-2026-09
bhusandra-kere,0,0,0,0,,,inaturalist-2026-09
bhutanahlli-lake,1,1,1,1,2022-12-17,Botyodes asialis (Asian Tear Sucker),inaturalist-2026-09
bhuthanahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
bhuthanahalli-kunte-2,1,0,0,1,2026-04-03,,inaturalist-2026-09
bhuthanahalli-kunte-3,6,6,6,1,2022-06-30,Lonchura punctulata (Scaly-breasted Munia);Micropternus brachyurus (Rufous Woodpecker);Neptis hylas (Common Sailer);Plocealauda affinis (Jerdon's Bushlark);Prinia hodgsonii (Gray-breasted Prinia);Prinia socialis (Ashy Prinia),inaturalist-2026-09
bhuthanahalli-kunte-4,36,20,29,4,2025-10-18,Drosera burmanni (tropical sundew);Butastur teesa (White-eyed Buzzard);Lanius cristatus (Brown Shrike);Cajanus cajan (Pigeon Pea);Cajanus scarabaeoides (Showy Pigeonpea);Clerodendrum chinense (Chinese Glorybower);Clitoria ternatea (Blue Pea);Coleus strobilifer;Dicrurus caerulescens (White-bellied Drongo);Eurema hecabe (Common Grass Yellow),inaturalist-2026-09
bhuthanahalli-kunte-5,18,5,14,4,2025-10-18,Pigea enneasperma (Spade Flower);Chrysomma sinense (Yellow-eyed Babbler);Cipadessa baccifera;Crotalaria calycina (Hairy Rattlepod);Cyanotis arachnoidea;Flavoparmelia baltimorensis (rock greenshield lichen);Grewia flavescens (Sandpaper Raisin);Gymnosporia senegalensis (confetti spikethorn);Indigofera tinctoria (True Indigo);Indigofera trifoliata,inaturalist-2026-09
bhuthanahalli-kunte-6,0,0,0,0,,,inaturalist-2026-09
bidaluru-kere,0,0,0,0,,,inaturalist-2026-09
bidaluru-kere-2,0,0,0,0,,,inaturalist-2026-09
bidara-amanikere,80,72,54,13,2025-10-19,Cheilomenes sexmaculata (Six-spotted Zigzag Ladybird);Fulica atra (Eurasian Coot);Prinia inornata (Plain Prinia);Zapornia fusca (Ruddy-breasted Crake);Zapornia pusilla (Baillon's Crake);Amandava amandava (Red Avadavat);Cinnyris asiaticus (Purple Sunbird);Circus aeruginosus (Western Marsh Harrier);Colotis amata (Small Salmon Arab);Ischnura senegalensis (Common Bluetail),inaturalist-2026-09
bidarahalli-kere,0,0,0,0,,,inaturalist-2026-09
bidareagrahara-kere,0,0,0,0,,,inaturalist-2026-09
bidarena-agarahara-kunte,0,0,0,0,,,inaturalist-2026-09
bidarguppe-kere,0,0,0,0,,,inaturalist-2026-09
bidarpura-lake,0,0,0,0,,,inaturalist-2026-09
bidikere,0,0,0,0,,,inaturalist-2026-09
bikasipura-kunte,34,16,18,4,2022-10-23,Acherontia lachesis (Greater Death's Head Hawkmoth);Amata passalis (sandalwood defoliator);Clinteria klugi;Cocos nucifera (coconut palm);Dacrymyces spathularia (Fan-shaped Jelly Fungus);Delta pyriforme;Euthalia lubentina (Gaudy Baron);Graphium doson (Common Jay);Hasarius adansoni (Adanson's House Jumper);Hasora chromus (Common Banded Awl),inaturalist-2026-09
bikkanhalli-lake,100,54,65,22,2026-09-03,Ocyceros birostris (Indian Grey Hornbill);Merops orientalis (Asian Green Bee-eater);Oecophylla smaragdina (Asian Weaver Ant);Pergularia daemia (Trellis-vine);Psilopogon viridis (White-cheeked Barbet);Saxicola caprata (Pied Bushchat);Solanum seaforthianum (Brazilian Nightshade);Uperodon variegatus (White-bellied pug-snout frog);Abutilon indicum (Indian Mallow);Alcedo atthis (Common Kingfisher),inaturalist-2026-09
bilekalli-kere,32,9,10,10,2024-02-15,Messena sinuata (Ferguson squathopper);Aedes albopictus (Asian Tiger Mosquito);Brettus cingulatus;Cataulacus taprobanae;Catopsilia pomona (Lemon Migrant);Commelina benghalensis (Benghal Dayflower);Junonia almana (Peacock Pansy);Kigelia africana (Sausage tree);Perina nuda (Banyan tussock moth);Phoenix sylvestris (sugar date palm),inaturalist-2026-09
bilekalli-kunte,1,0,0,1,2020-10-11,,inaturalist-2026-09
bilijaji-kere,0,0,0,0,,,inaturalist-2026-09
billapura-govt-kere,1,0,0,1,2024-10-12,,inaturalist-2026-09
billishivale-katte,0,0,0,0,,,inaturalist-2026-09
billishivale-kunte,0,0,0,0,,,inaturalist-2026-09
bilnirkatte,0,0,0,0,,,inaturalist-2026-09
bilwaradahalli-kere,1,0,1,1,2024-12-07,Salvinia molesta (Giant Salvinia),inaturalist-2026-09
bilwaradahalli-kunte,2,1,1,1,2019-09-14,Neolamarckia cadamba (Burflower-tree),inaturalist-2026-09
bimanakuppe-kere,1,0,0,1,2024-01-20,,inaturalist-2026-09
bingipura-kunte1,0,0,0,0,,,inaturalist-2026-09
bingipura-kunte2,0,0,0,0,,,inaturalist-2026-09
bingipura-kunte3,0,0,0,0,,,inaturalist-2026-09
bingipura-kunte4,0,0,0,0,,,inaturalist-2026-09
bingipura-lake,0,0,0,0,,,inaturalist-2026-09
binnamangala-kere-1,2,1,1,2,2024-12-24,Haliastur indus (Brahminy Kite),inaturalist-2026-09
binnamangala-kere-2,0,0,0,0,,,inaturalist-2026-09
binnamangala-kere-l,0,0,0,0,,,inaturalist-2026-09
binnamangala-kere-u,0,0,0,0,,,inaturalist-2026-09
binnamangala-kunte1,1,0,1,1,2018-09-20,Senna spectabilis (whitebark senna),inaturalist-2026-09
binnamangala-kunte2,2,1,2,2,2023-02-22,Elymnias caudata (Tailed Palmfly);Vespa tropica (Greater Banded Hornet),inaturalist-2026-09
binnamangala-manavarthe-kaval-kunte1,0,0,0,0,,,inaturalist-2026-09
binnamangala-manavarthe-kaval-kunte2,1,0,1,1,2026-07-09,Messena sinuata (Ferguson squathopper),inaturalist-2026-09
biranapalya-kere,0,0,0,0,,,inaturalist-2026-09
birgondanahalli-kere,0,0,0,0,,,inaturalist-2026-09
bodanahosahalli-kere-n,0,0,0,0,,,inaturalist-2026-09
bodanahosahalli-lake,0,0,0,0,,,inaturalist-2026-09
bommalingayyanapalya-lake,0,0,0,0,,,inaturalist-2026-09
bommanahalli-lake,9,9,9,1,2022-03-16,Amaurornis phoenicurus (White-breasted Waterhen);Ardea cinerea (Grey Heron);Ardeola grayii (Indian Pond-Heron);Corvus macrorhynchos (Large-billed Crow);Hebomoia glaucippe (Great Orange Tip);Hirundo rustica (Barn Swallow);Ixias pyrene (Yellow Orange Tip);Pareronia hippia (Indian Wanderer);Phalacrocorax carbo (Great Cormorant),inaturalist-2026-09
bommanahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
bommanahalli-lower,0,0,0,0,,,inaturalist-2026-09
bommanahalli-up3r,0,0,0,0,,,inaturalist-2026-09
bommasandra-lake,0,0,0,0,,,inaturalist-2026-09
bommashettihalli-kere,0,0,0,0,,,inaturalist-2026-09
budamanahalli-lake,0,0,0,0,,,inaturalist-2026-09
budigere-amani-kere,5,5,4,3,2026-02-24,Ardea cinerea (Grey Heron);Haliastur indus (Brahminy Kite);Motacilla maderaspatensis (White-browed Wagtail);Tringa glareola (Wood Sandpiper),inaturalist-2026-09
bukkasagara-lake,9,8,9,5,2026-05-30,Amaurornis phoenicurus (White-breasted Waterhen);Anas platyrhynchos × Cairina moschata (Mallard × Muscovy Duck);Ardea cinerea (Grey Heron);Ardea purpurea (Purple Heron);Haliastur indus (Brahminy Kite);Perina nuda (Banyan tussock moth);Rostratula benghalensis (Greater Painted-Snipe);Solanum diphyllum (twoleaf nightshade);Xylocopa ruficornis (Yellow-headed Carpenter),inaturalist-2026-09
buragkunte-lake,111,58,56,15,2026-08-09,Jamides celeno (Common Cerulean);Duttaphrynus melanostictus (Asian Common Toad);Psittacula krameri (Rose-ringed Parakeet);Syntomoides imaon (Handmaiden moth);Anoplocnemis phasianus;Ariadne merione (Common Castor Butterfly);Dicrurus macrocercus (Black Drongo);Heterorhina elegans;Mariaella dussumieri (Brown Slug);Oriolus kundoo (Indian Golden Oriole),inaturalist-2026-09
byadarahalli-kere,0,0,0,0,,,inaturalist-2026-09
byadarahalli-kere-2,1,1,1,1,2026-01-18,Milvus migrans (Black Kite),inaturalist-2026-09
byadarahalli-kunte,1,1,1,1,2021-08-08,Coccinella transversalis (Small Transverse Ladybird Beetle),inaturalist-2026-09
byadarahalli-lake,0,0,0,0,,,inaturalist-2026-09
byagadadenhalli-kere-2,0,0,0,0,,,inaturalist-2026-09
byalhalli-lake,0,0,0,0,,,inaturalist-2026-09
byandahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
byandahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
byappanahalli-kere,7,4,7,3,2025-06-17,Ariadne merione (Common Castor Butterfly);Asota producta;Crotalaria pallida (Streaked Rattlepod);Funambulus palmarum (Three-striped Palm Squirrel);Ocyceros birostris (Indian Grey Hornbill);Solanum americanum (American black nightshade);Spilopelia chinensis (Spotted Dove),inaturalist-2026-09
byappanahalli-kere-2,0,0,0,0,,,inaturalist-2026-09
byappanahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
byappanahalli-kunte1-2,0,0,0,0,,,inaturalist-2026-09
byappanahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
byappanahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
byappanahalli-lake,149,96,67,3,2025-12-12,Pongamia pinnata (Indian beech tree);Ipomoea carnea (Bush Morning Glory);Pontederia crassipes (common water hyacinth);Samanea saman (Monkey pod tree);Anas poecilorhyncha (Indian Spot-billed Duck);Microcarbo niger (Little Cormorant);Parus cinereus (Asian Tit);Porphyrio poliocephalus (Gray-headed Swamphen);Prinia inornata (Plain Prinia);Saxicola caprata (Pied Bushchat),inaturalist-2026-09
byatarayanapura-kunte1,1,0,1,1,2025-02-09,Psammophilus dorsalis (Rock Dragon),inaturalist-2026-09
byatarayapura-lake,0,0,0,0,,,inaturalist-2026-09
byatarayapura-lake-2,2,0,0,2,2023-10-21,,inaturalist-2026-09
byataryapura-kunte,0,0,0,0,,,inaturalist-2026-09
byatgutapalya-lake,0,0,0,0,,,inaturalist-2026-09
bydarahalli-kere-s,0,0,0,0,,,inaturalist-2026-09
byrappanahalli-kunte1,1,1,1,1,2023-12-17,Jamides celeno (Common Cerulean),inaturalist-2026-09
byrappanahalli-kunte2,729,525,231,68,2026-07-31,Papilio polytes (Common Mormon Swallowtail);Ariadne merione (Common Castor Butterfly);Danaus genutia (Common Tiger Butterfly);Phalanta phalantha (Common Leopard);Catopsilia pomona (Lemon Migrant);Euploea core (Common Crow);Talicada nyseus (Red Pierrot);Cepora nerissa (Common Gull);Papilio demoleus (Lime Swallowtail);Papilio agenor (Great Mormon),inaturalist-2026-09
byrasandra,5,2,2,2,2026-09-06,Fowlea piscator (Chequered Keelback);Nyctemera coleta (Marbled White Moth),inaturalist-2026-09
byrasandra-2,19,17,14,5,2026-04-27,Anas poecilorhyncha (Indian Spot-billed Duck);Anastomus oscitans (Asian Openbill);Egretta garzetta (Little Egret);Mycteria leucocephala (Painted Stork);Ardeola grayii (Indian Pond-Heron);Cnaphalocrocis medinalis (Rice Leaf-roller);Ficus pumila (Climbing fig);Fowlea piscator (Chequered Keelback);Mimosa pudica (Sensitive Plant);Motacilla maderaspatensis (White-browed Wagtail),inaturalist-2026-09
byrasandra-kere,60,34,28,4,2026-04-25,Broussonetia papyrifera (Paper mulberry);Ceiba pentandra (Kapok Tree);Parthenium hysterophorus (Santa Maria feverfew);Passiflora foetida (Stinking Passionflower);Terminalia catappa (Sea Almond);Dalbergia sissoo (Indian Rosewood);Duranta erecta (Skyflower);Ficus racemosa (Cluster Fig);Ficus religiosa (Sacred fig);Icius alboterminus,inaturalist-2026-09
byrasandra-kunte,9,4,5,1,2026-08-28,Achaea janata (Castor Semi-looper);Dysgonia torrida (Jigsaw);Leptocoma zeylonica (Purple-rumped Sunbird);Metochus uniguttatus (One-spotted Seed Bug);Riptortus pedestris,inaturalist-2026-09
byyandanahalli-kere,0,0,0,0,,,inaturalist-2026-09
cannammakere,0,0,0,0,,,inaturalist-2026-09
carmelarm,0,0,0,0,,,inaturalist-2026-09
chagalatti-kunte-1,0,0,0,0,,,inaturalist-2026-09
chagalatti-kunte-2,0,0,0,0,,,inaturalist-2026-09
chagalatti-kunte-3,0,0,0,0,,,inaturalist-2026-09
chagalatti-kunte-4,0,0,0,0,,,inaturalist-2026-09
chagalatti-kunte-5,0,0,0,0,,,inaturalist-2026-09
chagalatti-lake,0,0,0,0,,,inaturalist-2026-09
chalamakunti-lake,0,0,0,0,,,inaturalist-2026-09
chalamakunti-lake-2,0,0,0,0,,,inaturalist-2026-09
challagatta-kunte1,0,0,0,0,,,inaturalist-2026-09
challagatta-kunte2,0,0,0,0,,,inaturalist-2026-09
challahalli-lake,0,0,0,0,,,inaturalist-2026-09
chaluvekere,0,0,0,0,,,inaturalist-2026-09
chandrappa-circle-kere,0,0,0,0,,,inaturalist-2026-09
chandrashekarapura-kere,3,1,1,1,2024-09-08,Crotalaria pallida (Streaked Rattlepod),inaturalist-2026-09
chanenahalli-kunte-1,1,0,0,1,2026-06-05,,inaturalist-2026-09
chanenahalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
chanenahalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
chanenahalli-kunte-4,0,0,0,0,,,inaturalist-2026-09
channabasappana-katte-new,6,1,2,3,2026-01-18,Hycleus biundulatus;Danaus chrysippus (Plain Tiger Butterfly),inaturalist-2026-09
channadevi-agrahara,0,0,0,0,,,inaturalist-2026-09
channamanakere,8,3,6,5,2026-08-14,Croton bonplandianus (Bonpland's croton);Erigeron bonariensis (Flax-leaved Horseweed);Hymenocallis littoralis (Beach Spider Lily);Podranea ricasoliana (Pink Trumpet Vine);Tachyspiza badia (Shikra);Tecoma stans (yellow trumpet flower),inaturalist-2026-09
channarayapatna-lake,0,0,0,0,,,inaturalist-2026-09
channasandra-kunte,0,0,0,0,,,inaturalist-2026-09
channasandra-kunte1,0,0,0,0,,,inaturalist-2026-09
channasandra-kunte2,0,0,0,0,,,inaturalist-2026-09
channatimmayyanapalya-lake,0,0,0,0,,,inaturalist-2026-09
channenahalli-lake,0,0,0,0,,,inaturalist-2026-09
chaugondanahalli-kere,0,0,0,0,,,inaturalist-2026-09
chavdappanhalli-lake,0,0,0,0,,,inaturalist-2026-09
chellaghatta-kere,16,13,14,8,2026-07-31,Ardea coromanda (Eastern Cattle-Egret);Corvus macrorhynchos (Large-billed Crow);Duttaphrynus melanostictus (Asian Common Toad);Euthalia aconthea (Common Baron);Haliastur indus (Brahminy Kite);Hemiphyllodactylus jnana (Jnana Slender Gecko);Ipomoea parasitica (Yellow-Throated Morning Glory);Lantana camara (common lantana);Lycodon aulicus (Indian Wolf Snake);Mirabilis jalapa (marvel of Peru),inaturalist-2026-09
chellakere-kere,42,29,29,10,2026-08-13,Kigelia africana (Sausage tree);Ardea cinerea (Grey Heron);Oecophylla smaragdina (Asian Weaver Ant);Pteropus medius (Indian Flying Fox);Wodyetia bifurcata (Foxtail Palm);Actitis hypoleucos (Common Sandpiper);Anas platyrhynchos (Mallard);Ardeola grayii (Indian Pond-Heron);Ceiba pentandra (Kapok Tree);Clitoria ternatea (Blue Pea),inaturalist-2026-09
chengirayanapura-kere,0,0,0,0,,,inaturalist-2026-09
chennadasipalya-lake,0,0,0,0,,,inaturalist-2026-09
chennapura-kere,0,0,0,0,,,inaturalist-2026-09
chenvinayanahalli-kere,35,22,23,1,2021-03-28,Aeschynomene americana (shyleaf);Anastomus oscitans (Asian Openbill);Ardea cinerea (Grey Heron);Ardea intermedia (Medium Egret);Ardea purpurea (Purple Heron);Ardeola grayii (Indian Pond-Heron);Brachythemis contaminata (Ditch Jewel);Cardiospermum halicacabum (Lesser Balloon Vine);Cepora nerissa (Common Gull);Clitoria ternatea (Blue Pea),inaturalist-2026-09
chichuruaganapalli-lake,0,0,0,0,,,inaturalist-2026-09
chikadasarahalli-kere-n,1,0,0,1,2026-08-09,,inaturalist-2026-09
chikadasarahalli-kere-s,1,0,0,1,2026-01-25,,inaturalist-2026-09
chikka-hejjaji-lake,0,0,0,0,,,inaturalist-2026-09
chikka-jala-amani-kere,1,1,1,1,2024-06-18,Curetis thetis (Indian Sunbeam),inaturalist-2026-09
chikka-kammanahalli,1,0,0,1,2024-08-09,,inaturalist-2026-09
chikka-kammanahalli-e,0,0,0,0,,,inaturalist-2026-09
chikka-mankalal-lake,0,0,0,0,,,inaturalist-2026-09
chikka-sanne-kere,0,0,0,0,,,inaturalist-2026-09
chikka-taggali-kere,0,0,0,0,,,inaturalist-2026-09
chikkaamani-kere,0,0,0,0,,,inaturalist-2026-09
chikkabanahalli-kere,0,0,0,0,,,inaturalist-2026-09
chikkabanahalli-kunte,0,0,0,0,,,inaturalist-2026-09
chikkabanavara-kere,3,3,2,2,2025-02-14,Calidris temminckii (Temminck's Stint);Tachybaptus ruficollis (Little Grebe),inaturalist-2026-09
chikkabanavara-kunte-1,0,0,0,0,,,inaturalist-2026-09
chikkabanavara-kunte-2,0,0,0,0,,,inaturalist-2026-09
chikkabegur-kere,0,0,0,0,,,inaturalist-2026-09
chikkabellanduru-kere,2,2,2,2,2025-04-18,Delonix regia (Flamboyant);Pavo cristatus (Indian Peafowl),inaturalist-2026-09
chikkabettahalli,0,0,0,0,,,inaturalist-2026-09
chikkabettahalli-katte-2,7,1,2,1,2026-07-24,Hermetia illucens (Black Soldier Fly);Junonia lemonias (Lemon Pansy),inaturalist-2026-09
chikkabettahalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
chikkabettahalli-kunte1,7,3,5,1,2026-06-07,Bradinopyga geminata (Granite Ghost);Creatonotos transiens (Clouded Tiger Moth);Eudynamys scolopaceus (Asian Koel);Hierodula tenuidentata;Pycnonotus jocosus (Red-whiskered Bulbul),inaturalist-2026-09
chikkabettahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
chikkagollarahatti,0,0,0,0,,,inaturalist-2026-09
chikkagubbi-kere,4,1,2,2,2025-04-27,Alcedo atthis (Common Kingfisher);Phrynoderma hexadactylum (Indian Five-fingered Frog),inaturalist-2026-09
chikkakalenahalli-lake,0,0,0,0,,,inaturalist-2026-09
chikkakalenahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
chikkakallasandra-kere,1,1,1,1,2022-08-16,Graphium agamemnon (Tailed Jay),inaturalist-2026-09
chikkakere,2,2,2,1,2023-04-29,Himantopus himantopus (Black-winged Stilt);Mycteria leucocephala (Painted Stork),inaturalist-2026-09
chikkaluru-kere,0,0,0,0,,,inaturalist-2026-09
chikkaluru-rampura-kere,0,0,0,0,,,inaturalist-2026-09
chikkanaga-mangala-kere,0,0,0,0,,,inaturalist-2026-09
chikkanaga-mangala-kunte-1,0,0,0,0,,,inaturalist-2026-09
chikkanagamangala-govt-kere,21,16,18,1,2025-03-01,Anas poecilorhyncha (Indian Spot-billed Duck);Ardea coromanda (Eastern Cattle-Egret);Ardeola grayii (Indian Pond-Heron);Dicrurus macrocercus (Black Drongo);Fulica atra (Eurasian Coot);Henosepilachna vigintioctopunctata (Hadda Beetle);Himantopus himantopus (Black-winged Stilt);Lanius cristatus (Brown Shrike);Microcarbo niger (Little Cormorant);Pastor roseus (Rosy Starling),inaturalist-2026-09
